scientific_name	taxonomy_name	taxonomy_id
Escherichia coli	Escherichia coli O1:H-,Escherichia coli,Escherichia,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,cellular organisms	1963779,562,561,543,91347,1236,1224,2,131567
